train_loss,train_accuracy,epoch,step,validation_loss,validation_accuracy,test_loss,test_accuracy
,,56,4559,0.5353913903236389,0.8040000200271606,,
0.3944803476333618,0.8799999952316284,57,4639,,,,
,,57,4639,0.540984034538269,0.8025000095367432,,
0.5453354120254517,0.8299999833106995,58,4719,,,,
,,58,4719,0.5308766961097717,0.8080000281333923,,
0.46034371852874756,0.8100000023841858,59,4799,,,,
,,59,4799,0.5302276611328125,0.8040000200271606,,
0.5250138640403748,0.800000011920929,60,4879,,,,
,,60,4879,0.5264291763305664,0.8144999742507935,,
0.5734934210777283,0.7900000214576721,61,4959,,,,
,,61,4959,0.5276284217834473,0.8105000257492065,,
0.5602210760116577,0.7799999713897705,62,5039,,,,
,,62,5039,0.5267416834831238,0.8019999861717224,,
0.48969271779060364,0.8500000238418579,63,5119,,,,
,,63,5119,0.5228638052940369,0.8130000233650208,,
0.6802566647529602,0.7599999904632568,64,5199,,,,
,,64,5199,0.5258793830871582,0.8109999895095825,,
0.40700405836105347,0.8899999856948853,65,5279,,,,
,,65,5279,0.5156418681144714,0.8130000233650208,,
0.5009660124778748,0.8100000023841858,66,5359,,,,
,,66,5359,0.5206964612007141,0.8140000104904175,,
0.40858155488967896,0.8799999952316284,67,5439,,,,
,,67,5439,0.5184512734413147,0.8109999895095825,,
0.4567476511001587,0.7599999904632568,68,5519,,,,
,,68,5519,0.5186816453933716,0.8105000257492065,,
0.5583521723747253,0.800000011920929,69,5599,,,,
,,69,5599,0.5270594954490662,0.8054999709129333,,
0.4373542070388794,0.8600000143051147,70,5679,,,,
,,70,5679,0.5397255420684814,0.8115000128746033,,
0.462314248085022,0.8600000143051147,71,5759,,,,
,,71,5759,0.5112988352775574,0.8180000185966492,,
0.6056668758392334,0.7699999809265137,72,5839,,,,
,,72,5839,0.5158932209014893,0.8100000023841858,,
0.5099244117736816,0.7900000214576721,73,5919,,,,
,,73,5919,0.5221026539802551,0.8075000047683716,,
0.4313105046749115,0.8500000238418579,74,5999,,,,
,,74,5999,0.5101321339607239,0.8195000290870667,,
0.4387049973011017,0.8199999928474426,75,6079,,,,
,,75,6079,0.5094356536865234,0.8159999847412109,,
0.5228849649429321,0.8500000238418579,76,6159,,,,
,,76,6159,0.5314813852310181,0.7990000247955322,,
0.3371085226535797,0.8500000238418579,77,6239,,,,
,,77,6239,0.5062117576599121,0.8130000233650208,,
0.4921799600124359,0.8100000023841858,78,6319,,,,
,,78,6319,0.5221256017684937,0.8149999976158142,,
0.5910242795944214,0.7799999713897705,79,6399,,,,
,,79,6399,0.516718327999115,0.8125,,
0.45193612575531006,0.8500000238418579,80,6479,,,,
,,80,6479,0.5065193772315979,0.8180000185966492,,
0.5476695895195007,0.800000011920929,81,6559,,,,
,,81,6559,0.5076490640640259,0.8130000233650208,,
0.4732128977775574,0.8199999928474426,82,6639,,,,
,,82,6639,0.5020248293876648,0.8205000162124634,,
0.5794991850852966,0.800000011920929,83,6719,,,,
,,83,6719,0.5016644597053528,0.8184999823570251,,
0.4315253496170044,0.8399999737739563,84,6799,,,,
,,84,6799,0.5114583373069763,0.8109999895095825,,
0.35006922483444214,0.8999999761581421,85,6879,,,,
,,85,6879,0.5091381072998047,0.8109999895095825,,
0.42594975233078003,0.8700000047683716,86,6959,,,,
,,86,6959,0.5069341659545898,0.8134999871253967,,
0.38118699193000793,0.8600000143051147,87,7039,,,,
,,87,7039,0.5005598068237305,0.8174999952316284,,
0.34144508838653564,0.8500000238418579,88,7119,,,,
,,88,7119,0.49917924404144287,0.824999988079071,,
0.3874066472053528,0.8299999833106995,89,7199,,,,
,,89,7199,0.4980347156524658,0.8159999847412109,,
0.31750693917274475,0.9200000166893005,90,7279,,,,
,,90,7279,0.49998724460601807,0.8234999775886536,,
0.45725318789482117,0.8100000023841858,91,7359,,,,
,,91,7359,0.5037808418273926,0.8240000009536743,,
0.45815086364746094,0.8299999833106995,92,7439,,,,
,,92,7439,0.504778265953064,0.8149999976158142,,
0.4295879304409027,0.8799999952316284,93,7519,,,,
,,93,7519,0.4963018298149109,0.8255000114440918,,
0.4921937584877014,0.8500000238418579,94,7599,,,,
,,94,7599,0.4984738528728485,0.8215000033378601,,
0.440726101398468,0.8500000238418579,95,7679,,,,
,,95,7679,0.5168293118476868,0.8115000128746033,,
0.43916746973991394,0.8700000047683716,96,7759,,,,
,,96,7759,0.4959079325199127,0.8169999718666077,,
0.428487092256546,0.8799999952316284,97,7839,,,,
,,97,7839,0.4956951439380646,0.8274999856948853,,
0.406229704618454,0.8799999952316284,98,7919,,,,
,,98,7919,0.49665582180023193,0.8309999704360962,,
0.4372815787792206,0.8500000238418579,99,7999,,,,
,,99,7999,0.49161744117736816,0.8215000033378601,,
,,100,8000,,,0.4571593701839447,0.8412666916847229
