train_loss,train_accuracy,epoch,step,validation_loss,validation_accuracy,test_loss,test_accuracy
0.3876643776893616,0.8999999761581421,40,3279,,,,
,,40,3279,0.5634636878967285,0.8009999990463257,,
0.5166962146759033,0.8500000238418579,41,3359,,,,
,,41,3359,0.5751717686653137,0.7889999747276306,,
0.3996937572956085,0.8700000047683716,42,3439,,,,
,,42,3439,0.5612145662307739,0.8065000176429749,,
0.5472166538238525,0.8199999928474426,43,3519,,,,
,,43,3519,0.5575816035270691,0.8050000071525574,,
0.41756829619407654,0.8500000238418579,44,3599,,,,
,,44,3599,0.5566374063491821,0.800000011920929,,
0.4563544988632202,0.8299999833106995,45,3679,,,,
,,45,3679,0.5617721676826477,0.7990000247955322,,
0.5318776369094849,0.8299999833106995,46,3759,,,,
,,46,3759,0.5502000451087952,0.8065000176429749,,
0.6874083876609802,0.7300000190734863,47,3839,,,,
,,47,3839,0.5709934234619141,0.7935000061988831,,
0.4731404781341553,0.8199999928474426,48,3919,,,,
,,48,3919,0.541249692440033,0.809499979019165,,
0.47168147563934326,0.8299999833106995,49,3999,,,,
,,49,3999,0.5430291295051575,0.8044999837875366,,
0.5555950403213501,0.800000011920929,50,4079,,,,
,,50,4079,0.5524761080741882,0.7960000038146973,,
0.4326997697353363,0.8500000238418579,51,4159,,,,
,,51,4159,0.5348982214927673,0.8105000257492065,,
0.6532788276672363,0.7900000214576721,52,4239,,,,
,,52,4239,0.5396569967269897,0.8044999837875366,,
0.48065829277038574,0.800000011920929,53,4319,,,,
,,53,4319,0.5334577560424805,0.809499979019165,,
0.47125014662742615,0.8399999737739563,54,4399,,,,
,,54,4399,0.5495184659957886,0.8029999732971191,,
0.4248928725719452,0.8999999761581421,55,4479,,,,
,,55,4479,0.5384129285812378,0.8029999732971191,,
0.37195563316345215,0.8799999952316284,56,4559,,,,
,,56,4559,0.5273625254631042,0.8080000281333923,,
0.5766336917877197,0.800000011920929,57,4639,,,,
,,57,4639,0.5363287329673767,0.8015000224113464,,
0.6780291199684143,0.7799999713897705,58,4719,,,,
,,58,4719,0.5261427760124207,0.809499979019165,,
0.528785765171051,0.7900000214576721,59,4799,,,,
,,59,4799,0.5291370749473572,0.8105000257492065,,
0.5521960854530334,0.8299999833106995,60,4879,,,,
,,60,4879,0.533141016960144,0.8025000095367432,,
0.350943386554718,0.8700000047683716,61,4959,,,,
,,61,4959,0.520500659942627,0.8119999766349792,,
0.5911370515823364,0.7799999713897705,62,5039,,,,
,,62,5039,0.5158607363700867,0.8100000023841858,,
0.4656114876270294,0.8199999928474426,63,5119,,,,
,,63,5119,0.5208722949028015,0.8144999742507935,,
0.4602851867675781,0.8299999833106995,64,5199,,,,
,,64,5199,0.5264594554901123,0.8159999847412109,,
0.43235814571380615,0.8299999833106995,65,5279,,,,
,,65,5279,0.5217953324317932,0.8125,,
0.3317141830921173,0.8600000143051147,66,5359,,,,
,,66,5359,0.5173709988594055,0.8115000128746033,,
0.5081027746200562,0.8199999928474426,67,5439,,,,
,,67,5439,0.514302134513855,0.8184999823570251,,
0.5077323317527771,0.8199999928474426,68,5519,,,,
,,68,5519,0.530692458152771,0.7960000038146973,,
0.31513214111328125,0.8799999952316284,69,5599,,,,
,,69,5599,0.5103422403335571,0.8140000104904175,,
0.696320652961731,0.7599999904632568,70,5679,,,,
,,70,5679,0.5140611529350281,0.8130000233650208,,
0.48189693689346313,0.8399999737739563,71,5759,,,,
,,71,5759,0.5180495977401733,0.8065000176429749,,
0.47411832213401794,0.8700000047683716,72,5839,,,,
,,72,5839,0.5079306960105896,0.815500020980835,,
0.5670256614685059,0.8100000023841858,73,5919,,,,
,,73,5919,0.5089725255966187,0.8090000152587891,,
0.4681714177131653,0.8100000023841858,74,5999,,,,
,,74,5999,0.5259878039360046,0.8134999871253967,,
0.3158000111579895,0.8999999761581421,75,6079,,,,
,,75,6079,0.5049243569374084,0.8149999976158142,,
0.3613402843475342,0.8799999952316284,76,6159,,,,
,,76,6159,0.5080050826072693,0.8130000233650208,,
0.4770316779613495,0.8199999928474426,77,6239,,,,
,,77,6239,0.518668532371521,0.8105000257492065,,
0.3990846872329712,0.8600000143051147,78,6319,,,,
,,78,6319,0.5047730803489685,0.8215000033378601,,
0.4880951941013336,0.8299999833106995,79,6399,,,,
,,79,6399,0.5010486245155334,0.8190000057220459,,
0.6517862677574158,0.8399999737739563,80,6479,,,,
,,80,6479,0.4976995289325714,0.8174999952316284,,
0.4206046760082245,0.8500000238418579,81,6559,,,,
,,81,6559,0.49997690320014954,0.8174999952316284,,
0.36285895109176636,0.8700000047683716,82,6639,,,,
,,82,6639,0.5005649328231812,0.8209999799728394,,
0.3374427556991577,0.8700000047683716,83,6719,,,,
,,83,6719,0.5005263686180115,0.8215000033378601,,
0.4473950266838074,0.8399999737739563,84,6799,,,,
,,84,6799,0.4964234530925751,0.8195000290870667,,
0.4220161437988281,0.8500000238418579,85,6879,,,,
,,85,6879,0.4958599805831909,0.8169999718666077,,
0.42217281460762024,0.8600000143051147,86,6959,,,,
,,86,6959,0.49834489822387695,0.8199999928474426,,
0.47205543518066406,0.8500000238418579,87,7039,,,,
,,87,7039,0.5012574195861816,0.8180000185966492,,
0.4804205596446991,0.7900000214576721,88,7119,,,,
,,88,7119,0.4957887828350067,0.8215000033378601,,
0.31972187757492065,0.9100000262260437,89,7199,,,,
,,89,7199,0.49899694323539734,0.8230000138282776,,
0.29380443692207336,0.9100000262260437,90,7279,,,,
,,90,7279,0.4910072982311249,0.8199999928474426,,
0.41427743434906006,0.8600000143051147,91,7359,,,,
,,91,7359,0.492749959230423,0.8240000009536743,,
0.34008774161338806,0.8899999856948853,92,7439,,,,
,,92,7439,0.4915153980255127,0.8209999799728394,,
0.5152382850646973,0.800000011920929,93,7519,,,,
,,93,7519,0.49111905694007874,0.8190000057220459,,
0.37955978512763977,0.8700000047683716,94,7599,,,,
,,94,7599,0.49239927530288696,0.8195000290870667,,
0.2749462425708771,0.9100000262260437,95,7679,,,,
,,95,7679,0.4909953474998474,0.8220000267028809,,
0.45402926206588745,0.8299999833106995,96,7759,,,,
,,96,7759,0.4943050444126129,0.8224999904632568,,
0.3343726694583893,0.8500000238418579,97,7839,,,,
,,97,7839,0.4901595413684845,0.8255000114440918,,
0.39294078946113586,0.8600000143051147,98,7919,,,,
,,98,7919,0.492631733417511,0.8270000219345093,,
0.5776609182357788,0.8100000023841858,99,7999,,,,
,,99,7999,0.4909663200378418,0.8224999904632568,,
,,100,8000,,,0.45687636733055115,0.8399166464805603
